"pacSelector","kind","owner","principalId","lastChange","category","displayName","id"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Networking","Deploy Frontdoor CDN Profile Percentage4XX Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_FrontdoorCDN_Percentage4XX_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy App Service Plan Memory Percentage Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_WSF_MemoryPercentage_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy ALB Global Backend Availability Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_ALB_GlobalBackendAvailability_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Network","Deploy VNetG Egress Packet Drop Count Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VnetGw_TunnelEgressPacketDropCount_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Network","Deploy VPNG Egress Packet Drop Mismatch Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VPNGw_TunnelEgressPacketDropMismatch_Alert"
"tenant","Policy","unknownOwner","f0047a79-83bb-4341-bc3d-e85b4a74b4ba","2023-02-22T11:38:52","","SubscriotDiagtoEventHub","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/225360b5-d383-4cef-b981-c657f4f30841"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:46","Network","Deploy PDNSZ Record Set Capacity Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_PDNSZ_RecordSetCapacity_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy ER Direct ExpressRoute RxLightLevel High Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_ERP_ExpressRoutRxLightLevell_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Compute","Deploy VM Data Disk Write Latency Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VM_dataDiskWriteLatency_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy AGW Unhealthy Host Count Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_AG_UnhealthyHostCount_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Web Services","Deploy App Service Plan Http Queue Length Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_WSF_HttpQueueLength_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Key Vault","Deploy KeyVault Availability Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_KeyVault_Availability_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy Traffic Manager Endpoint Health Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_TM_EndpointHealth_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Key Vault","Deploy Activity Log Key Vault Delete Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_activitylog_KeyVault_Delete"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy ER Direct ExpressRoute LineProtocol Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_ERP_ExpressRoutLineProtocol_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","","Deploy ALB Health Probe Status Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_ALB_HealthProbeStatus_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Networking","Deploy Frontdoor Backend Request Latency Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_FD_BackendRequestLatency_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Network","Deploy ERG ExpressRoute Bits Out Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_ERGw_ExpressRouteBitsOut_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Network","Deploy VNet DDoS Attack Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VNET_DDoSAttack_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Automation","Deploy Automation Account TotalJob Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_AA_TotalJob_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Compute","Deploy VM OS Disk Space Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VM_OSDiskSpace_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:45","Network","Deploy Activity Log NSG Delete Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_activitylog_NSG_Delete"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-12-07T16:32:46","Compute","Deploy VM Network Write Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/Deploy_VM_NetworkOut_Alert"
"tenant","Policy","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-07-13T16:18:13","Backup","Azure Backup should be enabled for Azure Files","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyDefinitions/de184037-80d9-4264-9e99-e083354f48cc"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-05-31T15:57:46","","[DINE] Deploy VM Memory Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/fb642fe96a5e47d7b721cfe2"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-09-06T15:44:48","","[DINE] Deploy VM Network Read Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/185a5fb41f4645c98485527c"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-09-06T15:17:14","","[DINE] Deploy VM Network Write Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/5c5dabc517d040118a257f90"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T15:33:54","","Deploy Frontdoor CDN Profile Percentage4XX Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/1175dc5368534f63a5af2853"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-05T10:18:58","","Deploy Frontdoor CDN Profile Origin Latency Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/a45a92eccb8e43d2a0767e5c"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T16:08:08","","Deploy App Service Plan Http Queue Length Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/fcdd80a24ffb477390a0f67c"
"tenant","Assignment(Policy-Builtin)","unknownOwner","f0047a79-83bb-4341-bc3d-e85b4a74b4ba","2023-02-23T14:15:19","","Configure Windows Virtual Machines to be associated with a Data Collection Rule or a Data Collection Endpoint","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/babe78b54a604bb5b4e11147"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T16:14:10","","Deploy Traffic Manager Endpoint Health Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/87375352281246df9019d0c5"
"tenant","Assignment(Policy-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2024-01-24T12:45:02","","Configure Windows Arc Machines to be associated with a Data Collection Rule or a Data Collection Endpoint","/subscriptions/63ac0509-3112-457c-ba36-11a70921975d/providers/Microsoft.Authorization/policyAssignments/75c00bd9ef3445b18d6b2299"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-06-02T15:59:52","","[DINE] Deploy VM NetworkOut Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/2291c3c6a5a341bf94fd0327"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T15:33:41","","Deploy Frontdoor CDN Profile Percentage5XX Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/ba45de164564401bb463cd62"
"tenant","Assignment(PolicySet-Builtin)","unknownOwner","f0047a79-83bb-4341-bc3d-e85b4a74b4ba","2022-12-12T15:32:36","","Defender for Cloud Default 63ac0509-3112-457c-ba36-11a70921975d","/subscriptions/63ac0509-3112-457c-ba36-11a70921975d/providers/Microsoft.Authorization/policyAssignments/ASC Default 63ac0509-3112-457c-ba36-11a70921975d"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-09-06T15:17:23","","[DINE] Deploy VM Network Read Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/2a808b4ccf1248e9a8298bf7"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-24T15:53:52","","[DINE] Deploy ALB Data Path Availability Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/ca661c0fd79a4407bb5bdc63"
"tenant","Assignment(Policy-Custom)","unknownOwner","f0047a79-83bb-4341-bc3d-e85b4a74b4ba","2023-02-22T11:25:23","","WebSiteDiag","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/f0ee59cbbfc64df78812890d"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-11T09:31:40","","[DINE] Deploy AG CPU Utilization Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/1ed9208302614e6ba719dfe1"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-07-13T16:18:21","","Azure Backup should be enabled for Azure Files","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/4cd49ae653a44cafbcb60935"
"tenant","Assignment(PolicySet-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-11-21T15:45:20","","Kubernetes cluster pod security restricted standards for Linux-based workloads","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/393005f59ee744b79e1ad622"
"tenant","Assignment(PolicySet-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-07-11T13:07:47","","Deploy prerequisites to enable Guest Configuration policies on virtual machines","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/719a0b97e40a4411baa8aa08"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T15:34:18","","Deploy Frontdoor CDN Origin Health Percentage Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/773608412f214895bebe2a01"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-09-20T14:41:51","","Web Site LA Daif","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/0f73e24d04e547bfbed9a040"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2024-01-29T13:44:41","","Deploy Alert Processing Rule","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/f78b66a1343a4b49a6c5d62a"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-24T16:15:47","","[DINE] Deploy ALB Health Probe Status Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/0a5aab0a045048bba130f0bd"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-09-25T15:27:07","","Deploy VM Network Write Alert","/subscriptions/63ac0509-3112-457c-ba36-11a70921975d/providers/Microsoft.Authorization/policyAssignments/38aa60fc161443dfbc5eb072"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-24T12:30:48","","[DINE] Deploy AG Capacity Units Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/9e2c3cbc2b5e4bff88626457"
"tenant","Assignment(Policy-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2024-05-24T13:33:05","","Storage account keys should not be expired","/providers/Microsoft.Management/managementGroups/EPAC-Dev/providers/Microsoft.Authorization/policyAssignments/e00dfeec8b6b469ca51f9dc4"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-24T09:37:21","","[DINE] Deploy AG ResponseStatus Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/4e03f9431f9040e297da0ea0"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-08-11T08:35:36","","[DINE] Deploy AG FailedRequests Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/71e8a7210b94427b874fc86d"
"tenant","Assignment(Policy-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-07-11T13:18:57","","Audit Linux machines that don't have the specified applications installed","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/76b90421d45b4de289ce97db"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T16:12:49","","Deploy App Service Plan Http Queue Length Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/97d634fdd3ec472cb33e8166"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T16:07:51","","Deploy App Service Plan Memory Percentage Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/66b568cd32ed4e61b31807c4"
"tenant","Assignment(Policy-Custom)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-10-02T16:13:06","","Deploy App Service Plan CPU Percentage Alert","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/8c5e617099c044169a2a3bdf"
"tenant","Assignment(PolicySet-Builtin)","unknownOwner","6fbe428d-4742-4399-856d-ac2d719023a2","2023-06-29T14:39:11","","[Preview]: Deploy prerequisites to enable Guest Configuration policies on virtual machines using user-assigned managed identity","/providers/Microsoft.Management/managementGroups/AlexYoTop/providers/Microsoft.Authorization/policyAssignments/9bda8f16acdf47869dde8c8f"
"tenant","Exemption(active)","unknownOwner","n/a","n/a","Waiver","EPAC-Dev - Storage account keys should not be expired","/providers/Microsoft.Management/managementGroups/EPAC-Dev/providers/Microsoft.Authorization/policyExemptions/f8048a263f7d46579caccab1"
